AngleRoll,AnglePitch,Tempo
-41.286400,38.135151,47172
-41.504436,37.579784,47197
-41.352215,37.820961,47208
-41.298122,37.742828,47233
-41.430637,37.926723,47244
-41.481464,37.821392,47263
-41.276340,37.853683,47281
-41.343319,37.911339,47299
-41.052807,37.928040,47336
-41.185268,38.147423,47361
-41.195335,38.213898,47382
-41.252304,38.012756,47406
-41.571438,37.548496,47439
-41.297180,38.004383,47456
-41.525040,37.503971,47477
-41.290184,37.900093,47492
-41.077847,37.962482,47522
-41.511341,37.744347,47552
-41.539024,38.042583,47641
-41.387035,38.070156,47663
-41.159298,38.009003,47678
-41.218945,38.176559,47712
-41.452396,37.736313,47725
-41.459579,37.843952,47770
-41.433022,37.927578,47785
-41.508583,37.561562,47812
-41.331562,37.975861,47847
-41.104923,38.261501,47863
-41.435120,37.881466,47884
-41.351971,38.002415,47902
-41.348339,37.855389,47924
-41.209209,37.996655,47947
-41.364868,37.547169,47970
-41.491100,37.778206,47986
-41.522404,37.636177,48017
-41.067822,38.352161,48033
-41.726036,37.513130,48067
-41.691864,37.478104,48086
-41.458202,37.594692,48101
-41.285248,37.749172,48119
-41.501095,37.677044,48135
-41.256641,37.948284,48180
-41.196743,37.995102,48194
-41.300907,37.730175,48222
-41.476471,37.849728,48257
-41.301395,38.036442,48273
-41.355709,37.753410,48293
-41.393215,38.047447,48323
-41.412262,37.834976,48342
-41.194473,37.936520,48367
-41.044254,38.422398,48385
-41.104477,38.043983,48403
-41.426151,37.897579,48427
-41.629757,37.524025,48439
-41.522419,37.756729,48466
-41.447102,37.539104,48487
-41.581985,37.816902,48545
-41.212021,38.074295,48575
-41.259380,37.698730,48593
-41.548988,37.873501,48619
-41.575039,37.497322,48637
-41.527287,37.835510,48661
-41.593716,37.410797,48672
-41.149490,38.109818,48690
-40.957783,38.147491,48712
-41.179928,38.558346,48735
-41.502426,37.746120,48768
-41.409500,37.654030,48796
-41.282314,38.142418,48837
-41.531647,37.787788,48871
-41.595699,37.589554,48887
-41.309757,37.565403,48909
-41.331738,37.912579,48926
-41.285038,38.030102,48956
-41.155773,37.751019,48983
-41.512173,37.780357,49005
-41.351562,37.696846,49027
-41.519337,37.736408,49074
-41.265121,37.835964,49096
-41.110203,38.249557,49114
-41.186878,38.112377,49128
-41.226799,37.951149,49156
-41.389259,37.837219,49186
-41.443249,37.661777,49209
-41.526894,37.695618,49222
-41.673565,37.493008,49247
-41.278805,37.749859,49278
-41.363148,38.047726,49287
-41.123253,38.136127,49305
-41.278831,38.112965,49325
-41.136696,38.182613,49348
-41.069977,38.136005,49421
-37.878963,40.816742,49449
-49.914078,27.475475,49466
-39.202984,37.224670,49496
-31.359316,42.352997,49514
-25.781275,54.684284,49532
-11.845037,68.042152,49566
-40.083664,45.150272,49598
-45.940506,42.559792,49614
-31.115570,54.725651,49632
-31.521378,58.466331,49655
-17.688431,71.374374,49686
-9.825450,75.629837,49710
-19.411886,69.901390,49735
-31.304001,57.890594,49759
-27.736862,51.315208,49785
-21.406872,52.104488,49801
-16.833580,66.354889,49819
-5.451467,72.220284,49840
-2.492294,73.613113,49859
-4.337956,72.617165,49875
-9.949615,72.812416,49898
-15.148663,71.482719,49910
-13.564094,69.561119,49929
-8.623294,65.276154,49963
-2.119725,60.901463,49976
8.338589,59.316673,50006
9.290040,54.274422,50028
2.376410,54.130787,50054
6.837274,45.480671,50096
14.387373,33.673096,50118
21.446301,35.066380,50132
28.299459,31.477839,50150
29.213507,21.931351,50180
23.223503,21.402960,50200
19.718668,27.490381,50216
22.467157,30.832306,50237
25.841671,21.923317,50251
25.294527,12.478512,50271
36.218647,8.333461,50304
44.690449,-6.498376,50315
38.992641,-25.659952,50333
31.401722,-41.402382,50353
31.474180,-46.243706,50374
36.047836,-45.147228,50390
35.438835,-45.619061,50415
31.454151,-51.583096,50433
20.916491,-60.734795,50476
27.040827,-51.509476,50513
32.975246,-38.080982,50537
25.742117,-50.307400,50553
21.217789,-61.073788,50583
27.102270,-60.025467,50610
32.979282,-53.092285,50619
39.674637,-42.984371,50637
49.978378,-32.197701,50655
49.824795,-28.326612,50678
41.375942,-29.144596,50691
31.704752,-28.822506,50713
27.586939,-22.774872,50727
26.973097,-13.710374,50745
26.122547,-3.650110,50763
24.588579,6.643802,50786
23.643620,14.800719,50799
14.071723,28.146790,50829
12.649282,32.093887,50847
13.831038,33.343937,50865
16.786217,30.055403,50895
17.201906,31.476978,50919
13.116213,36.383503,50930
8.741091,45.367573,50948
4.683025,52.514717,50966
-2.455672,58.531597,50986
-4.916106,62.215298,51001
-5.676148,67.281242,51028
-2.096169,73.131767,51048
-4.980167,73.745277,51066
-8.354609,73.060097,51086
-12.848026,71.079720,51107
-14.513745,71.302155,51132
-10.413362,75.313980,51149
-11.055443,74.687843,51167
-15.455878,69.415009,51189
-24.085316,60.018951,51203
-31.514458,52.837986,51222
-31.285624,55.413162,51239
-26.644411,60.280640,51257
-23.325830,62.024952,51275
-22.931156,62.555641,51293
-25.168974,60.942760,51312
-26.610001,58.793545,51342
-31.204887,55.101715,51360
-32.475517,53.406849,51378
-31.814943,54.733070,51396
-31.117893,55.719410,51430
-27.017241,60.028473,51445
-32.138363,55.487297,51463
-30.808641,57.091728,51481
-29.178192,59.637352,51511
-24.878063,63.341278,51541
-26.821806,61.570251,51559
-30.347868,58.667767,51581
-35.018990,53.978703,51601
-37.159718,51.661110,51631
-36.181515,52.387474,51642
-33.761059,54.906075,51660
-28.709980,60.572987,51678
-25.855236,61.728886,51704
-26.824825,61.950718,51730
-36.395813,53.101383,51744
-52.921135,36.620811,51762
-33.455574,55.859066,51780
-14.422458,75.428337,51807
-39.001122,48.892826,51832
-48.114174,37.508011,51847
-50.220737,32.317333,51868
-42.288044,39.725792,51885
-42.188766,41.548882,51945
-27.462049,44.628216,51970
-36.439278,40.331226,51987
-50.723598,33.313755,52010
-46.470997,34.604485,52048
-38.430523,43.338375,52076
-46.377796,36.602028,52095
-32.966045,43.221367,52124
-43.411243,35.142994,52177
-41.634449,35.772568,52195
-42.252048,36.409843,52215
-40.629772,39.501461,52249
-38.507610,42.665291,52275
-41.322868,38.661133,52303
-42.241463,36.894211,52323
-41.646397,37.777805,52350
-40.319885,39.828270,52367
-40.460762,40.242050,52386
-40.720711,39.298687,52404
-41.052891,38.776253,52421
-41.046513,39.001389,52442
-40.657352,39.762558,52467
-40.582336,39.723850,52488
-40.817921,39.287666,52504
-41.006645,39.001728,52524
-40.916702,39.164001,52539
-40.738987,39.389824,52571
-40.782055,39.395241,52587
-40.522530,39.666790,52605
-40.551319,39.729424,52627
-40.814625,39.189144,52656
-40.912735,39.234875,52695
-40.770111,39.329716,52711
-41.233513,38.913559,52729
-40.872868,39.285000,52757
-40.488674,39.759212,52777
-40.546810,39.671913,52796
-40.860470,39.309929,52814
-40.713600,39.325966,52831
-40.723751,39.356747,52856
-40.951756,39.128143,52879
-40.917763,39.184944,52899
-40.838844,39.287167,52915
-40.688309,39.646641,52936
-40.662209,39.656994,52964
-40.548115,39.564587,52982
-40.684219,39.337605,52997
-40.823444,39.330040,53015
-40.720490,39.389252,53037
-40.918278,39.168060,53066
-40.939861,39.136307,53080
-40.728416,39.397305,53099
-40.612438,39.571976,53116
-40.541397,39.702888,53139
-40.746571,39.506863,53171
-40.832550,39.337582,53192
-40.711777,39.400452,53211
-40.896065,39.057301,53228
-41.046082,39.127743,53257
-40.434750,39.689667,53288
-40.678902,39.603325,53305
-40.746529,39.433620,53336
-40.630764,39.501160,53376
-40.765392,39.289162,53397
-40.811859,39.423618,53422
-40.645321,39.444199,53445
-40.629093,39.516388,53477
-40.566830,39.726639,53505
-40.605118,39.603386,53531
-40.869846,39.336285,53564
-40.745743,39.289070,53599
-40.786251,39.331291,53623
-40.763828,39.507626,53650
-40.616653,39.668804,53688
-40.749935,39.453506,53725
-40.726578,39.393574,53757
-40.766361,39.452557,53801
-40.675274,39.543922,53834
-40.507961,39.742565,53860
-40.743847,39.449131,53902
-40.841488,39.399666,53926
-40.707474,39.630032,53958
-40.634762,39.449486,53990
-40.645679,39.460831,54021
-40.480659,39.606483,54041
-40.761379,39.521038,54065
-40.740501,39.481598,54111
-40.731041,39.488785,54138
-40.749557,39.382343,54167
-40.562607,39.560123,54207
-40.817020,39.340332,54232
-40.827110,39.475327,54263
-40.663525,39.478382,54281
-40.622318,39.654747,54309
-40.478561,39.713955,54326
-40.692162,39.651516,54341
-40.640087,39.599010,54365
-40.531593,39.637066,54396
-40.701942,39.443321,54419
-40.733292,39.509048,54440
-40.639008,39.672302,54456
-40.576889,39.538872,54501
-40.707439,39.485649,54515
-40.679062,39.475643,54534
-40.661179,39.657116,54562
-40.787308,39.691956,54602
-40.786816,39.359959,54621
-40.456543,39.331669,54643
-40.615273,39.267891,54659
-40.468861,39.649937,54676
-40.897102,39.292210,54699
-40.570934,39.748474,54713
-40.716835,39.457561,54733
-40.615837,39.775768,54750
-40.694298,39.529442,54764
-40.805813,39.653278,54783
-40.745071,39.593262,54806
-40.510571,39.653915,54818
-40.675655,39.346485,54836
-40.562550,39.235626,54853
-40.554039,39.461880,54876
-40.836731,39.413727,54893
-40.840881,39.383179,54919
-40.589340,39.658749,54941
-40.729885,39.562298,54954
-40.557590,39.756069,54974
-40.761456,39.592155,54990
-40.558712,39.774685,55020
-40.616524,39.415272,55037
-40.556755,39.683178,55083
-40.811760,39.607246,55100
-40.873142,39.377182,55126
-40.625999,39.567711,55144
-40.558311,39.664280,55162
-40.546204,39.780640,55185
-40.589039,39.512028,55202
-40.655956,39.487038,55234
-40.796932,39.535103,55246
-40.629478,39.608425,55264
-40.664742,39.622772,55287
-40.774773,39.569141,55317
-40.661446,39.674034,55333
-40.572258,39.622353,55347
-40.494144,39.745285,55365
-40.799011,39.410873,55388
-40.641670,39.510380,55404
-40.640812,39.581982,55430
-40.686443,39.571930,55448
-40.587383,39.657211,55466
-40.529949,39.817608,55486
-40.605518,39.712013,55506
-40.579456,39.722332,55536
-40.393044,39.610344,55550
-40.657894,39.381264,55582
-40.630081,39.518162,55604
-40.823380,39.470272,55626
-40.796944,39.482716,55647
-40.567478,39.692600,55671
-40.553391,39.659515,55683
-40.600151,39.596733,55703
-40.642307,39.619278,55727
-40.655281,39.504070,55749
-40.741928,39.393124,55770
-40.716129,39.367535,55784
-40.695736,39.545895,55805
-40.709244,39.541626,55833
-40.704559,39.626820,55849
-40.374466,39.863922,55866
-40.612572,39.519402,55888
-40.643944,39.530666,55909
-40.700710,39.422657,55933
-40.706955,39.393421,55951
-40.823742,39.565853,55974
-40.571880,39.659973,55991
-40.470440,39.794590,56009
-40.591297,39.588932,56035
-40.808861,39.346855,56057
-40.593388,39.428730,56073
-40.616524,39.522392,56091
-40.661503,39.602695,56112
-40.634106,39.466503,56141
-40.602631,39.507809,56154
-40.565479,39.617916,56174
-40.543518,39.813198,56191
-40.658695,39.689533,56210
-40.781628,39.504242,56242
-40.498360,39.678593,56258
-40.464684,39.628109,56275
-40.899292,39.238998,56292
-40.708370,39.487442,56313
-40.597969,39.649689,56342
-40.515102,39.711479,56360
-40.647480,39.732826,56375
-40.509880,39.744148,56392
-40.503063,39.737801,56414
-40.715969,39.529110,56430
-40.664661,39.624622,56459
-40.618385,39.649857,56474
-40.622753,39.545685,56493
-40.512806,39.674194,56511
-40.594009,39.644794,56532
-40.470985,39.758781,56558
-40.587025,39.709919,56578
-40.578667,39.593002,56594
-40.581711,39.669487,56617
-40.666206,39.588711,56633
-40.690033,39.484818,56659
-40.465767,39.718212,56677
-40.508953,39.671085,56695
-40.653568,39.521389,56715
-40.609566,39.514072,56736
-40.444500,39.767487,56761
-40.612713,39.590736,56779
-40.471466,39.705914,56797
-40.718853,39.511536,56817
-40.735546,39.621201,56833
-40.552334,39.586391,56857
-40.622093,39.636028,56869
-40.607216,39.786469,56887
-40.462746,39.697990,56905
-40.749233,39.543770,56928
-40.607536,39.638660,56941
-40.636612,39.558224,56970
-40.646904,39.533924,56989
-40.725895,39.486156,57009
-40.552349,39.657845,57029
-40.625042,39.639248,57042
-40.608440,39.713509,57075
-40.390854,39.699276,57088
-40.430229,39.611496,57107
-40.712868,39.400036,57126
-40.449909,39.613766,57142
-40.593254,39.661842,57176
-40.536690,39.643665,57189
-40.724728,39.465584,57207
-40.366390,39.873230,57227
-40.611012,39.607960,57249
-40.671410,39.434013,57278
-40.441387,39.840466,57291
-40.586502,39.747299,57309
-40.752636,39.511295,57329
-40.558575,39.555115,57345
-40.521576,39.682091,57368
-40.534279,39.750919,57381
-40.486362,39.665714,57399
-40.625271,39.657955,57417
-40.586433,39.586098,57447
-40.594742,39.558392,57477
-40.696430,39.528900,57499
-40.608025,39.602833,57517
-40.522915,39.702446,57539
-40.667442,39.483456,57558
-40.438999,39.636314,57600
-40.574696,39.734585,57618
-40.395390,39.685329,57643
-40.611465,39.572197,57660
-40.564232,39.542839,57688
-40.682217,39.550163,57706
-40.605328,39.494366,57733
-40.594757,39.627750,57751
-40.611732,39.662281,57777
-40.593956,39.642975,57798
-40.508186,39.688137,57823
-40.603844,39.582943,57848
-40.630470,39.608242,57886
-40.636375,39.614693,57908
-40.530537,39.691719,57934
-40.476067,39.691971,57952
-40.540283,39.774311,57980
-40.530575,39.620319,58002
-40.607903,39.531391,58029
-40.309345,39.872993,58054
-40.460510,39.677715,58085
-40.553055,39.569359,58110
-40.418510,39.816723,58129
-40.691536,39.666752,58142
-40.562042,39.650448,58164
-40.677509,39.564171,58251
-40.539310,39.699615,58273
-40.555672,39.623405,58302
-40.542545,39.721512,58320
-40.646698,39.659790,58346
-40.529137,39.727512,58368
-40.599365,39.487808,58387
-40.559216,39.592690,58412
-40.691383,39.576675,58432
-40.633881,39.577652,58448
-40.568165,39.602413,58468
-40.391029,39.789600,58495
-40.540054,39.755665,58515
-40.647728,39.588249,58539
-40.635098,39.667450,58550
-40.713726,39.508862,58574
-40.670479,39.484608,58614
-40.617847,39.687370,58628
-40.468143,39.683968,58647
-40.547447,39.726276,58668
-40.540462,39.718266,58700
-40.572594,39.462482,58722
-40.765034,39.486496,58743
-40.550560,39.601727,58761
-40.543068,39.685753,58779
-40.599682,39.632507,58800
-40.566406,39.617744,58818
-40.544621,39.724747,58833
-40.460331,39.839485,58851
-40.753319,39.494324,58902
-40.702454,39.533379,58921
-40.509071,39.616570,58943
-40.592434,39.481556,58957
-40.717285,39.547607,58975
-40.588547,39.602539,59006
-40.488689,39.776314,59023
-40.584030,39.561935,59041
-40.680916,39.531666,59059
-40.603348,39.616837,59083
-40.708523,39.485332,59108
-40.642403,39.709396,59126
-40.433826,39.761105,59144
-40.489037,39.650188,59164
-40.407520,39.643677,59192
-40.406685,39.732342,59224
-40.598415,39.612072,59240
-40.612942,39.682625,59259
-40.460369,39.749226,59286
-40.712517,39.435833,59314
-40.701374,39.533646,59325
-40.580162,39.703598,59342
-40.673374,39.540413,59361
-40.599625,39.561165,59382
-40.532898,39.713673,59418
-40.786179,39.471470,59437
-40.577648,39.591278,59460
-40.648247,39.623867,59473
-40.681206,39.621670,59491
-40.500393,39.625610,59516
-40.713886,39.454281,59526
-40.530098,39.744514,59544
-40.558575,39.555115,59562
-40.640812,39.581982,59582
-40.494205,39.656769,59618
-40.578846,39.540371,59639
-40.546677,39.598667,59662
-40.657600,39.597755,59678
-40.624298,39.584946,59693
-40.500778,39.589775,59722
-40.489479,39.742134,59741
-40.682693,39.767601,59765
-40.540283,39.774311,59780
-40.536118,39.551544,59795
-40.550880,39.456406,59824
-40.435925,39.653797,59842
-40.479248,39.657581,59860
-40.615509,39.518566,59878
-40.560581,39.449280,59897
-40.648014,39.605106,59926
-40.777660,39.844765,59946
-40.712574,39.761902,59962
-40.474991,39.618759,59984
-40.295231,39.766808,60000
-40.589687,39.549656,60025
-40.802406,39.323742,60047
-40.710281,39.468002,60067
-40.632645,39.555206,60083
-40.607239,39.550419,60102
-40.524380,39.683556,60130
-40.540352,39.791401,60149
-40.595768,39.809559,60168
-40.429379,39.737640,60187
-40.552322,39.477089,60208
-40.741867,39.283779,60234
-40.781658,39.431000,60253
-40.507118,39.686485,60270
-40.680473,39.439476,60287
-40.604496,39.708691,60306
-40.494915,39.801327,60323
-40.627251,39.588184,60352
-40.669632,39.556183,60371
-40.678371,39.440224,60390
-40.685780,39.408386,60410
-40.745491,39.379478,60431
-40.767647,39.544209,60457
-40.608582,39.643978,60475
-40.551777,39.766769,60494
-40.745960,39.594971,60512
-40.422215,39.729618,60545
-40.621185,39.453674,60560
-40.607166,39.386459,60577
-40.531864,39.584343,60612
-40.646866,39.535942,60627
-40.623302,39.656414,60658
-40.432034,39.739201,60676
-40.497936,39.731384,60704
-40.621540,39.761875,60725
-40.777710,39.352360,60750
-40.789539,39.439007,60769
-40.556366,39.662735,60792
-40.752899,39.601208,60811
